Commune;Code Postal;Code INSEE
Loix;17111;17207
Longeves;17230;17208
Lonzac;17520;17209
Lorignac;17240;17210
Loulay;17330;17211
Louzignac;17160;17212
Lozay;17330;17213
Luchat;17600;17214
Lussac;17500;17215
Lussant;17430;17216
Macqueville;17490;17217
Marans;17230;17218
Marennes;17320;17219
Marignac;17800;17220
Marsais;17700;17221
Marsilly;17137;17222
Massac;17490;17223
Matha;17160;17224
Les Mathes;17570;17225
Mazeray;17400;17226
Mazerolles;17800;17227
Medis;17600;17228
Merignac;17210;17229
Meschers-Sur-Gironde;17132;17230
Messac;17130;17231
Meursac;17120;17232
Meux;17500;17233
Migre;17330;17234
Migron;17770;17235
Mirambeau;17150;17236
Moeze;17780;17237
Moings;17500;17238
Mons;17160;17239
Montendre;17130;17240
Montguyon;17270;17241
Montils;17800;17242
Montlieu-La-Garde;17210;17243
Montpellier-De-Medillan;17260;17244
Montroy;17220;17245
Moragne;17430;17246
Mornac-Sur-Seudre;17113;17247
Mortagne-Sur-Gironde;17120;17248
Mortiers;17500;17249
Mosnac;17240;17250
Le Mung;17350;17252
Muron;17430;17253
Nachamps;17380;17254
Nancras;17600;17255
Nantille;17770;17256
Nere;17510;17257
Neuillac;17520;17258
Neulles;17500;17259
Neuvicq;17270;17260
Neuvicq-Le-Chateau;17490;17261
Nieul-Les-Saintes;17810;17262
Nieul-Le-Virouil;17150;17263
Nieul-Sur-Mer;17137;17264
Nieulle-Sur-Seudre;17600;17265
Les Nouillers;17380;17266
Nuaille-D'Aunis;17540;17267
Nuaille-Sur-Boutonne;17470;17268
Orignolles;17210;17269
Ozillac;17500;17270
Paille;17470;17271
Pere;17700;17272
Perignac;17800;17273
Perigny;17180;17274
Pessines;17810;17275
Le Pin;17210;17276
Saint-Denis-Du-Pin;17400;17277
Pisany;17600;17278
Plassac;17240;17279
Plassay;17250;17280
Polignac;17210;17281
Pommiers-Moulons;17130;17282
Pons;17800;17283
Pont-L'Abbe-D'Arnoult;17250;17284
Port-D'Envaux;17350;17285
Les Portes-En-Re;17880;17286
Pouillac;17210;17287
Poursay-Garnaud;17400;17288
Preguillac;17460;17289
Prignac;17160;17290
Puilboreau;17138;17291
Puy-Du-Lac;17380;17292
Puyravault;17700;17293
Puyrolland;17380;17294
Reaux;17500;17295
Retaud;17460;17296
Rivedoux-Plage;17940;17297
Rioux;17460;17298
Rochefort;17300;17299
La Rochelle;17000;17300
Romazieres;17510;17301
Romegoux;17250;17302
La Ronde;17170;17303
Rouffiac;17800;17304
Rouffignac;17130;17305
Royan;17200;17306
Sablonceaux;17600;17307
Saint-Agnant;17620;17308
Saint-Aigulin;17360;17309
Saint-Andre-De-Lidon;17260;17310
Saint-Augustin;17570;17311
Saint-Bonnet-Sur-Gironde;17150;17312
Saint-Bris-Des-Bois;17770;17313
Saint-Cesaire;17770;17314
Saint-Christophe;17220;17315
Saint-Ciers-Champagne;17520;17316
Saint-Ciers-Du-Taillon;17240;17317
Saint-Clement-Des-Baleines;17590;17318
Sainte-Colombe;17210;17319
Saint-Coutant-Le-Grand;17430;17320
Saint-Crepin;17380;17321
Saint-Cyr-Du-Doret;17170;17322
Saint-Denis-D'Oleron;17650;17323
Saint-Dizant-Du-Bois;17150;17324
Saint-Dizant-Du-Gua;17240;17325
Saint-Eugene;17520;17326
Saint-Felix;17330;17327
Saint-Fort-Sur-Gironde;17240;17328
Saint-Froult;17780;17329
Sainte-Gemme;17250;17330
Saint-Genis-De-Saintonge;17240;17331
Saint-Georges-Antignac;17240;17332
Saint-Georges-De-Didonne;17110;17333
Saint-Georges-De-Longuepierre;17470;17334
Saint-Georges-Des-Agouts;17150;17335
Saint-Georges-Des-Coteaux;17810;17336
Saint-Georges-D'Oleron;17190;17337
Saint-Georges-Du-Bois;17700;17338
Saint-Germain-De-Lusignan;17500;17339
Saint-Germain-De-Marencennes;17700;17340
Saint-Germain-De-Vibrac;17500;17341
Saint-Germain-Du-Seudre;17240;17342
Saint-Gregoire-D'Ardennes;17240;17343
Saint-Hilaire-De-Villefranche;17770;17344
Saint-Hilaire-Du-Bois;17500;17345
Saint-Hippolyte;17430;17346
Saint-Jean-D'Angely;17400;17347
Saint-Jean-D'Angle;17620;17348
Saint-Jean-De-Liversay;17170;17349
Saint-Julien-De-L'Escap;17400;17350
Saint-Just-Luzac;17320;17351
Saint-Laurent-De-La-Barriere;17380;17352
Saint-Laurent-De-La-Pree;17450;17353
Saint-Leger;17800;17354
Sainte-Lheurine;17520;17355
Saint-Loup;17380;17356
Saint-Maigrin;17520;17357
Saint-Mande-Sur-Bredoire;17470;17358
Saint-Mard;17700;17359
Sainte-Marie-De-Re;17740;17360
Saint-Martial;17330;17361
Saint-Martial-De-Mirambeau;17150;17362
Saint-Martial-De-Vitaterne;17500;17363
Saint-Martial-Sur-Ne;17520;17364
Saint-Martin-D'Ary;17270;17365
Saint-Martin-De-Coux;17360;17366
Saint-Martin-De-Juillers;17400;17367
Saint-Martin-De-Re;17410;17369
Saint-Maurice-De-Tavernole;17500;17371
Saint-Medard;17500;17372
Saint-Medard-D'Aunis;17220;17373
Sainte-Meme;17770;17374
Saint-Nazaire-Sur-Charente;17780;17375
Saint-Ouen-D'Aunis;17230;17376
Saint-Ouen;17490;17377
Saint-Palais-De-Negrignac;17210;17378
Saint-Palais-De-Phiolin;17800;17379
Saint-Palais-Sur-Mer;17420;17380
Saint-Pardoult;17400;17381
Saint-Pierre-D'Amilly;17700;17382
Saint-Pierre-De-Juillers;17400;17383
Saint-Pierre-De-L'Isle;17330;17384
Saint-Pierre-D'Oleron;17310;17385
Saint-Pierre-Du-Palais;17270;17386
Saint-Porchaire;17250;17387
Saint-Quantin-De-Rancanne;17800;17388
Sainte-Radegonde;17250;17389
Sainte-Ramee;17240;17390
Saint-Rogatien;17220;17391
Saint-Romain-Sur-Gironde;17240;17392
Saint-Romain-De-Benet;17600;17393
Saint-Saturnin-Du-Bois;17700;17394
Saint-Sauvant;17610;17395
Saint-Sauveur-D'Aunis;17540;17396
Saint-Savinien;17350;17397
Saint-Seurin-De-Palenne;17800;17398
Saint-Sever-De-Saintonge;17800;17400
Saint-Severin-Sur-Boutonne;17330;17401
Saint-Sigismond-De-Clermont;17240;17402
Saint-Simon-De-Bordes;17500;17403
Saint-Simon-De-Pellouaille;17260;17404
Saint-Sorlin-De-Conac;17150;17405
Saint-Sornin;17600;17406
Sainte-Soulle;17220;17407
Saint-Sulpice-D'Arnoult;17250;17408
Saint-Sulpice-De-Royan;17200;17409
Saint-Thomas-De-Conac;17150;17410
Saint-Trojan-Les-Bains;17370;17411
Saint-Vaize;17100;17412
Saint-Vivien;17220;17413
Saint-Xandre;17138;17414
Saintes;17100;17415
Saleignes;17510;17416
Salignac-De-Mirambeau;17130;17417
Salignac-Sur-Charente;17800;17418
Salles-Sur-Mer;17220;17420
Saujon;17600;17421
Seigne;17510;17422
Semillac;17150;17423
Semoussac;17150;17424
Semussac;17120;17425
Le Seure;17770;17426
Siecq;17490;17427
Sonnac;17160;17428
Soubise;17780;17429
Soubran;17150;17430
Soulignonne;17250;17431
Soumeras;17130;17432
Sousmoulins;17130;17433
Surgeres;17700;17434
Taillant;17350;17435
Taillebourg;17350;17436
Talmont-Sur-Gironde;17120;17437
Tanzac;17260;17438
Taugon;17170;17439
Ternant;17400;17440
Tesson;17460;17441
Thaims;17120;17442
Thaire;17290;17443
Thenac;17460;17444
Thezac;17600;17445
Thors;17160;17446
Le Thou;17290;17447
Tonnay-Boutonne;17380;17448
Tonnay-Charente;17430;17449
Torxe;17380;17450
Les Touches-De-Perigny;17160;17451
La Tremblade;17390;17452
Trizay;17250;17453
Tugeras-Saint-Maurice;17130;17454
La Vallee;17250;17455
Vandre;17700;17457
Vanzac;17500;17458
Varaize;17400;17459
Varzay;17460;17460
Vaux-Sur-Mer;17640;17461
Venerand;17100;17462
Vergeroux;17300;17463
Vergne;17330;17464
La Vergne;17400;17465
Verines;17540;17466
Vervant;17400;17467
Vibrac;17130;17468
Villars-En-Pons;17260;17469
Villars-Les-Bois;17770;17470
La Villedieu;17470;17471
Villedoux;17230;17472
Villemorin;17470;17473
Villeneuve-La-Comtesse;17330;17474
Villexavier;17500;17476
Villiers-Couture;17510;17477
Vinax;17510;17478
Virollet;17260;17479
Virson;17290;17480
Voissay;17400;17481
Vouhe;17700;17482
Yves;17340;17483
Port-Des-Barques;17730;17484
Le Grand-Village-Plage;17370;17485
La Bree-Les-Bains;17840;17486
Acheres;18250;18001
Ainay-Le-Vieil;18200;18002
Les Aix-D'Angillon;18220;18003
Allogny;18110;18004
Allouis;18500;18005
Annoix;18340;18006
Apremont-Sur-Allier;18150;18007
Arcay;18340;18008
Arcomps;18200;18009
Ardenais;18170;18010
Argent-Sur-Sauldre;18410;18011
Argenvieres;18140;18012
Arpheuilles;18200;18013
Assigny;18260;18014
Aubigny-Sur-Nere;18700;18015
Aubinges;18220;18016
Augy-Sur-Aubois;18600;18017
Avord;18520;18018
Azy;18220;18019
Bannay;18300;18020
Bannegon;18210;18021
Barlieu;18260;18022
Baugy;18800;18023
Beddes;18370;18024
Beffes;18320;18025
Belleville-Sur-Loire;18240;18026
Bengy-Sur-Craon;18520;18027
Berry-Bouy;18500;18028
Bessais-Le-Fromental;18210;18029
Blancafort;18410;18030
Blet;18350;18031
Boulleret;18240;18032
Bourges;18000;18033
Bouzais;18200;18034
Brecy;18220;18035
Brinay;18120;18036
Brinon-Sur-Sauldre;18410;18037
Bruere-Allichamps;18200;18038
Bue;18300;18039
Bussy;18130;18040
La Celette;18360;18041
La Celle;18200;18042
La Celle-Conde;18160;18043
Cerbois;18120;18044
Chalivoy-Milon;18130;18045
Chambon;18190;18046
La Chapelle-D'Angillon;18380;18047
La Chapelle-Hugon;18150;18048
La Chapelle-Montlinard;18140;18049
La Chapelle-Saint-Ursin;18570;18050
La Chapelotte;18250;18051
Charenton-Du-Cher;18210;18052
Charentonnay;18140;18053
Charly;18350;18054
Charost;18290;18055
Chassy;18800;18056
Chateaumeillant;18370;18057
Chateauneuf-Sur-Cher;18190;18058
Le Chatelet;18170;18059
Chaumont;18350;18060
Chaumoux-Marcilly;18140;18061
Le Chautay;18150;18062
Chavannes;18190;18063
Chery;18120;18064
Chezal-Benoit;18160;18065
Civray;18290;18066
Clemont;18410;18067
Cogny;18130;18068
Colombiers;18200;18069
Concressault;18260;18070
Contres;18130;18071
Cornusse;18350;18072
Corquoy;18190;18073
Couargues;18300;18074
Cours-Les-Barres;18320;18075
Coust;18210;18076
Couy;18140;18077
Crezancay-Sur-Cher;18190;18078
Crezancy-En-Sancerre;18300;18079
Croisy;18350;18080
Crosses;18340;18081
Cuffy;18150;18082
Culan;18270;18083
Dampierre-En-Crot;18260;18084
Dampierre-En-Gracay;18310;18085
Drevant;18200;18086
Dun-Sur-Auron;18130;18087
Ennordres;18380;18088
Epineuil-Le-Fleuriel;18360;18089
Etrechy;18800;18090
Farges-Allichamps;18200;18091
Farges-En-Septaine;18800;18092
Faverdines;18360;18093
Feux;18300;18094
Flavigny;18350;18095
Foecy;18500;18096
Fussy;18110;18097
Gardefort;18300;18098
Garigny;18140;18099
Genouilly;18310;18100
Germigny-L'Exempt;18150;18101
Givardon;18600;18102
Gracay;18310;18103
Groises;18140;18104
Gron;18800;18105
Grossouvre;18600;18106
La Groutte;18200;18107
La Guerche-Sur-L'Aubois;18150;18108
Henrichemont;18250;18109
Herry;18140;18110
Humbligny;18250;18111
Ids-Saint-Roch;18170;18112
Ignol;18350;18113
Ineuil;18160;18114
Ivoy-Le-Pre;18380;18115
Jalognes;18300;18116
Jars;18260;18117
Jouet-Sur-L'Aubois;18320;18118
Jussy-Champagne;18130;18119
Jussy-Le-Chaudrier;18140;18120
Lantan;18130;18121
Lapan;18340;18122
Laverdines;18800;18123
Lazenay;18120;18124
Lere;18240;18125
Levet;18340;18126
Lignieres;18160;18127
Limeux;18120;18128
Lissay-Lochy;18340;18129
Loye-Sur-Arnon;18170;18130
Lugny-Bourbonnais;18350;18131
Lugny-Champagne;18140;18132
Lunery;18400;18133
Lury-Sur-Arnon;18120;18134
Maisonnais;18170;18135
Marcais;18170;18136
Mareuil-Sur-Arnon;18290;18137
Marmagne;18500;18138
Marseilles-Les-Aubigny;18320;18139
Massay;18120;18140
Mehun-Sur-Yevre;18500;18141
Meillant;18200;18142
Menetou-Couture;18320;18143
Menetou-Ratel;18300;18144
Menetou-Salon;18510;18145
Menetreol-Sous-Sancerre;18300;18146
Menetreol-Sur-Sauldre;18700;18147
Mereau;18120;18148
Mery-Es-Bois;18380;18149
Mery-Sur-Cher;18100;18150
Montigny;18250;18151
Montlouis;18160;18152
Morlac;18170;18153
Mornay-Berry;18350;18154
Mornay-Sur-Allier;18600;18155
Morogues;18220;18156
Morthomiers;18570;18157
Moulins-Sur-Yevre;18390;18158
Nancay;18330;18159
Nerondes;18350;18160
Neuilly-En-Dun;18600;18161
Neuilly-En-Sancerre;18250;18162
Neuvy-Deux-Clochers;18250;18163
Neuvy-Le-Barrois;18600;18164
Neuvy-Sur-Barangeon;18330;18165
Nohant-En-Gout;18390;18166
Nohant-En-Gracay;18310;18167
Le Noyer;18260;18168
Nozieres;18200;18169
Oizon;18700;18170
Orcenais;18200;18171
Orval;18200;18172
Osmery;18130;18173
Osmoy;18390;18174
Ourouer-Les-Bourdelins;18350;18175
Parassy;18220;18176
Parnay;18130;18177
La Perche;18200;18178
Pigny;18110;18179
Plaimpied-Givaudins;18340;18180
Plou;18290;18181
Poisieux;18290;18182
Le Pondy;18210;18183
Precy;18140;18184
Presly;18380;18185
Preuilly;18120;18186
Preveranges;18370;18187
Primelles;18400;18188
Quantilly;18110;18189
Quincy;18120;18190
Raymond;18130;18191
Reigny;18270;18192
Rezay;18170;18193
Rians;18220;18194
Sagonne;18600;18195
Saint-Aignan-Des-Noyers;18600;18196
Saint-Amand-Montrond;18200;18197
Saint-Ambroix;18290;18198
Saint-Baudel;18160;18199
Saint-Bouize;18300;18200
Saint-Caprais;18400;18201
Saint-Ceols;18220;18202
Saint-Christophe-Le-Chaudry;18270;18203
Saint-Denis-De-Palin;18130;18204
Saint-Doulchard;18230;18205
Saint-Eloy-De-Gy;18110;18206
Saint-Florent-Sur-Cher;18400;18207
Sainte-Gemme-En-Sancerrois;18240;18208
Saint-Georges-De-Poisieux;18200;18209
Saint-Georges-Sur-La-Pree;18100;18210
Saint-Georges-Sur-Moulon;18110;18211
Saint-Germain-Des-Bois;18340;18212
Saint-Germain-Du-Puy;18390;18213
Saint-Hilaire-De-Court;18100;18214
Saint-Hilaire-De-Gondilly;18320;18215
Saint-Hilaire-En-Lignieres;18160;18216
Saint-Jeanvrin;18370;18217
Saint-Just;18340;18218
Saint-Laurent;18330;18219
Saint-Leger-Le-Petit;18140;18220
Saint-Loup-Des-Chaumes;18190;18221
Sainte-Lunaise;18340;18222
Saint-Martin-D'Auxigny;18110;18223
Saint-Martin-Des-Champs;18140;18224
Saint-Maur;18270;18225
Saint-Michel-De-Volangis;18390;18226
Sainte-Montaine;18700;18227
Saint-Outrille;18310;18228
Saint-Palais;18110;18229
Saint-Pierre-Les-Bois;18170;18230
Saint-Pierre-Les-Etieux;18210;18231
Saint-Priest-La-Marche;18370;18232
Saint-Satur;18300;18233
Saint-Saturnin;18370;18234
Sainte-Solange;18220;18235
Saint-Symphorien;18190;18236
Sainte-Thorette;18500;18237
Saint-Vitte;18360;18238
Saligny-Le-Vif;18800;18239
Sancergues;18140;18240
Sancerre;18300;18241
Sancoins;18600;18242
Santranges;18240;18243
Saugy;18290;18244
Saulzais-Le-Potier;18360;18245
Savigny-En-Sancerre;18240;18246
Savigny-En-Septaine;18390;18247
Sennecay;18340;18248
Sens-Beaujeu;18300;18249
Serruelles;18190;18250
Sevry;18140;18251
Sidiailles;18270;18252
Soulangis;18220;18253
Soye-En-Septaine;18340;18254
Le Subdray;18570;18255
Subligny;18260;18256
Sury-Pres-Lere;18240;18257
Sury-En-Vaux;18300;18258
Sury-Es-Bois;18260;18259
Tendron;18350;18260
Thaumiers;18210;18261
Thauvenay;18300;18262
Thenioux;18100;18263
Thou;18260;18264
Torteron;18320;18265
Touchay;18160;18266
Trouy;18570;18267
Uzay-Le-Venon;18190;18268
Vailly-Sur-Sauldre;18260;18269
Vallenay;18190;18270
Vasselay;18110;18271
Veaugues;18300;18272
Venesmes;18190;18273
Verdigny;18300;18274
Vereaux;18600;18275
Vernais;18210;18276
Verneuil;18210;18277
Vesdun;18360;18278
Vierzon;18100;18279
Vignoux-Sous-Les-Aix;18110;18280
Vignoux-Sur-Barangeon;18500;18281
Villabon;18800;18282
Villecelin;18160;18283
Villegenon;18260;18284
Villeneuve-Sur-Cher;18400;18285
Villequiers;18800;18286
Vinon;18300;18287
Vorly;18340;18288
Vornay;18130;18289
Vouzeron;18330;18290
Affieux;19260;19001
Aix;19200;19002
Albignac;19190;19003
Albussac;19380;19004
Allassac;19240;19005
Alleyrat;19200;19006
Altillac;19120;19007
Ambrugeat;19250;19008
Les Angles-Sur-Correze;19000;19009
Argentat;19400;19010
Arnac-Pompadour;19230;19011
Astaillac;19120;19012
Aubazines;19190;19013
Auriac;19220;19014
Ayen;19310;19015
Bar;19800;19016
Bassignac-Le-Bas;19430;19017
Bassignac-Le-Haut;19220;19018
Beaulieu-Sur-Dordogne;19120;19019
Beaumont;19390;19020
Bellechassagne;19290;19021
Benayes;19510;19022
Beynat;19190;19023
Beyssac;19230;19024
Beyssenac;19230;19025
Bilhac;19120;19026
Bonnefond;19170;19027
Bort-Les-Orgues;19110;19028
Branceilles;19500;19029
Brignac-La-Plaine;19310;19030
Brive-La-Gaillarde;19100;19031
Brivezac;19120;19032
Bugeat;19170;19033
Camps-Saint-Mathurin-Leobazel;19430;19034
Chabrignac;19350;19035
Chamberet;19370;19036
Chamboulive;19450;19037
Chameyrat;19330;19038
Champagnac-La-Noaille;19320;19039
Champagnac-La-Prune;19320;19040
Chanac-Les-Mines;19150;19041
Chanteix;19330;19042
La Chapelle-Aux-Brocs;19360;19043
La Chapelle-Aux-Saints;19120;19044
La Chapelle-Saint-Geraud;19430;19045
Chapelle-Spinasse;19300;19046
Chartrier-Ferriere;19600;19047
Le Chastang;19190;19048
Chasteaux;19600;19049
Chauffour-Sur-Vell;19500;19050
Chaumeil;19390;19051
Chavanac;19290;19052
Chaveroche;19200;19053
Chenailler-Mascheix;19120;19054
Chirac-Bellevue;19160;19055
Clergoux;19320;19056
Collonges-La-Rouge;19500;19057
Combressol;19250;19058
Conceze;19350;19059
Condat-Sur-Ganaveix;19140;19060
Cornil;19150;19061
Correze;19800;19062
Cosnac;19360;19063
Couffy-Sur-Sarsonne;19340;19064
Courteix;19340;19065
Cublac;19520;19066
Curemonte;19500;19067
Dampniat;19360;19068
Darazac;19220;19069
Darnets;19300;19070
Davignac;19250;19071
Donzenac;19270;19072
Egletons;19300;19073
L'Eglise-Aux-Bois;19170;19074
Espagnac;19150;19075
Espartignac;19140;19076
Estivals;19600;19077
Estivaux;19410;19078
Eyburie;19140;19079
Eygurande;19340;19080
Eyrein;19800;19081
Favars;19330;19082
Feyt;19340;19083
Forges;19380;19084
Gimel-Les-Cascades;19800;19085
Goulles;19430;19086
Gourdon-Murat;19170;19087
Grandsaigne;19300;19088
Gros-Chastang;19320;19089
Gumond;19320;19090
Hautefage;19400;19091
Le Jardin;19300;19092
Jugeals-Nazareth;19500;19093
Juillac;19350;19094
Lacelle;19170;19095
Ladignac-Sur-Rondelles;19150;19096
Lafage-Sur-Sombre;19320;19097
Lagarde-Enval;19150;19098
Lagleygeolle;19500;19099
Lagrauliere;19700;19100
Laguenne;19150;19101
Lamaziere-Basse;19160;19102
Lamaziere-Haute;19340;19103
Lamongerie;19510;19104
Lanteuil;19190;19105
Lapleau;19550;19106
Larche;19600;19107
Laroche-Pres-Feyt;19340;19108
Lascaux;19130;19109
Latronche;19160;19110
Laval-Sur-Luzege;19550;19111
Lestards;19170;19112
Liginiac;19160;19113
Lignareix;19200;19114
Ligneyrac;19500;19115
Liourdres;19120;19116
Lissac-Sur-Couze;19600;19117
Le Lonzac;19470;19118
Lostanges;19500;19119
Louignac;19310;19120
Lubersac;19210;19121
Madranges;19470;19122
Malemort-Sur-Correze;19360;19123
Mansac;19520;19124
Marcillac-La-Croisille;19320;19125
Marcillac-La-Croze;19500;19126
Marc-La-Tour;19150;19127
Margerides;19200;19128
Masseret;19510;19129
Maussac;19250;19130
Meilhards;19510;19131
Menoire;19190;19132
Mercoeur;19430;19133
Merlines;19340;19134
Mestes;19200;19135
Meymac;19250;19136
Meyrignac-L'Eglise;19800;19137
Meyssac;19500;19138
Millevaches;19290;19139
Monceaux-Sur-Dordogne;19400;19140
Monestier-Merlines;19340;19141
Monestier-Port-Dieu;19110;19142
Montaignac-Saint-Hippolyte;19300;19143
Montgibaud;19210;19144
Moustier-Ventadour;19300;19145
Naves;19460;19146
Nespouls;19600;19147
Neuvic;19160;19148
Neuville;19380;19149
Noailhac;19500;19150
Noailles;19600;19151
Nonards;19120;19152
Objat;19130;19153
Orgnac-Sur-Vezere;19410;19154
Orliac-De-Bar;19390;19155
Palazinges;19190;19156
Palisse;19160;19157
Pandrignes;19150;19158
Peret-Bel-Air;19300;19159
Perols-Sur-Vezere;19170;19160
Perpezac-Le-Blanc;19310;19161
Perpezac-Le-Noir;19410;19162
Le Pescher;19190;19163
Peyrelevade;19290;19164
Peyrissac;19260;19165
Pierrefitte;19450;19166
Confolent-Port-Dieu;19200;19167
Pradines;19170;19168
Puy-D'Arnac;19120;19169
Queyssac-Les-Vignes;19120;19170
Reygade;19430;19171
Rilhac-Treignac;19260;19172
Rilhac-Xaintrie;19220;19173
La Roche-Canillac;19320;19174
Roche-Le-Peyroux;19160;19175
Rosiers-D'Egletons;19300;19176
Rosiers-De-Juillac;19350;19177
Sadroc;19270;19178
Saillac;19500;19179
Saint-Angel;19200;19180
Saint-Augustin;19390;19181
Saint-Aulaire;19130;19182
Saint-Bazile-De-La-Roche;19320;19183
Saint-Bazile-De-Meyssac;19500;19184
Saint-Bonnet-Avalouze;19150;19185
Saint-Bonnet-Elvert;19380;19186
Saint-Bonnet-La-Riviere;19130;19187
Saint-Bonnet-L'Enfantier;19410;19188
Saint-Bonnet-Les-Tours-De-Merle;19430;19189
Saint-Bonnet-Pres-Bort;19200;19190
Saint-Cernin-De-Larche;19600;19191
Saint-Chamant;19380;19192
Saint-Cirgues-La-Loutre;19220;19193
Saint-Clement;19700;19194
Saint-Cyprien;19130;19195
Saint-Cyr-La-Roche;19130;19196
Saint-Eloy-Les-Tuileries;19210;19198
Saint-Etienne-Aux-Clos;19200;19199
Saint-Etienne-La-Geneste;19160;19200
Saint-Exupery-Les-Roches;19200;19201
Sainte-Fereole;19270;19202
Sainte-Fortunade;19490;19203
Saint-Frejoux;19200;19204
Saint-Geniez-O-Merle;19220;19205
Saint-Germain-Lavolps;19290;19206
Saint-Germain-Les-Vergnes;19330;19207
Saint-Hilaire-Foissac;19550;19208
Saint-Hilaire-Les-Courbes;19170;19209
Saint-Hilaire-Luc;19160;19210
Saint-Hilaire-Peyroux;19560;19211
Saint-Hilaire-Taurieux;19400;19212
Saint-Jal;19700;19213
Saint-Julien-Aux-Bois;19220;19214
Saint-Julien-Le-Pelerin;19430;19215
Saint-Julien-Le-Vendomois;19210;19216
Saint-Julien-Maumont;19500;19217
Saint-Julien-Pres-Bort;19110;19218
Sainte-Marie-Lapanouze;19160;19219
Saint-Martial-De-Gimel;19150;19220
Saint-Martial-Entraygues;19400;19221
Saint-Martin-La-Meanne;19320;19222
Saint-Martin-Sepert;19210;19223
Saint-Merd-De-Lapleau;19320;19225
Saint-Merd-Les-Oussines;19170;19226
Saint-Mexant;19330;19227
Saint-Pantaleon-De-Lapleau;19160;19228
Saint-Pantaleon-De-Larche;19600;19229
Saint-Pardoux-Corbier;19210;19230
Saint-Pardoux-La-Croisille;19320;19231
Saint-Pardoux-Le-Neuf;19200;19232
Saint-Pardoux-Le-Vieux;19200;19233
Saint-Pardoux-L'Ortigier;19270;19234
Saint-Paul;19150;19235
Saint-Priest-De-Gimel;19800;19236
Saint-Privat;19220;19237
Saint-Remy;19290;19238
Saint-Robert;19310;19239
Saint-Salvadour;19700;19240
Saint-Setiers;19290;19241
Saint-Solve;19130;19242
Saint-Sornin-Lavolps;19230;19243
Saint-Sulpice-Les-Bois;19250;19244
Saint-Sylvain;19380;19245
Saint-Viance;19240;19246
Saint-Victour;19200;19247
Saint-Ybard;19140;19248
Saint-Yrieix-Le-Dejalat;19300;19249
Salon-La-Tour;19510;19250
Sarran;19800;19251
Sarroux;19110;19252
Segonzac;19310;19253
Segur-Le-Chateau;19230;19254
Seilhac;19700;19255
Serandon;19160;19256
Serilhac;19190;19257
Servieres-Le-Chateau;19220;19258
Sexcles;19430;19259
Sioniac;19120;19260
Sornac;19290;19261
Soudaine-Lavinadiere;19370;19262
Soudeilles;19300;19263
Soursac;19550;19264
Tarnac;19170;19265
Thalamy;19200;19266
Toy-Viam;19170;19268
Treignac;19260;19269
Troche;19230;19270
Tudeils;19120;19271
Tulle;19000;19272
Turenne;19500;19273
Ussac;19270;19274
Ussel;19200;19275
Uzerche;19140;19276
Valiergues;19200;19277
Varetz;19240;19278
Vars-Sur-Roseix;19130;19279
Vegennes;19120;19280
Veix;19260;19281
Venarsal;19360;19282
Veyrieres;19200;19283
Viam;19170;19284
Vigeois;19410;19285
Vignols;19130;19286
Vitrac-Sur-Montane;19800;19287
Voutezac;19130;19288
Yssandon;19310;19289
Agencourt;21700;21001
Agey;21410;21002
Ahuy;21121;21003
Aignay-Le-Duc;21510;21004
Aiserey;21110;21005
Aisey-Sur-Seine;21400;21006
Aisy-Sous-Thil;21390;21007
Alise-Sainte-Reine;21150;21008
Allerey;21230;21009
Aloxe-Corton;21420;21010
Ampilly-Les-Bordes;21450;21011
Ampilly-Le-Sec;21400;21012
Ancey;21410;21013
Antheuil;21360;21014
Antigny-La-Ville;21230;21015
Arceau;21310;21016
Arcenant;21700;21017
Arcey;21410;21018
Arconcey;21320;21020
Arc-Sur-Tille;21560;21021
Argilly;21700;21022
Arnay-Le-Duc;21230;21023
Arnay-Sous-Vitteaux;21350;21024
Arrans;21500;21025
Asnieres-En-Montagne;21500;21026
Asnieres-Les-Dijon;21380;21027
Athee;21130;21028
Athie;21500;21029
Aubaine;21360;21030
Aubigny-En-Plaine;21170;21031
Aubigny-La-Ronce;21340;21032
Aubigny-Les-Sombernon;21540;21033
Autricourt;21570;21034
Auvillars-Sur-Saone;21250;21035
Auxant;21360;21036
Auxey-Duresses;21190;21037
Auxonne;21130;21038
Avelanges;21120;21039
Avosnes;21350;21040
Avot;21580;21041
Bagnot;21700;21042
Baigneux-Les-Juifs;21450;21043
Balot;21330;21044
Barbirey-Sur-Ouche;21410;21045
Bard-Le-Regulier;21430;21046
Bard-Les-Epoisses;21460;21047
Barges;21910;21048
Barjon;21580;21049
Baubigny;21340;21050
Baulme-La-Roche;21410;21051
Beaulieu;21510;21052
Beaumont-Sur-Vingeanne;21310;21053
Beaune;21200;21054
Beaunotte;21510;21055
Beire-Le-Chatel;21310;21056
Beire-Le-Fort;21110;21057
Belan-Sur-Ource;21570;21058
Bellefond;21490;21059
Belleneuve;21310;21060
Bellenod-Sur-Seine;21510;21061
Bellenot-Sous-Pouilly;21320;21062
Beneuvre;21290;21063
Benoisey;21500;21064
Bessey-En-Chaume;21360;21065
Bessey-La-Cour;21360;21066
Bessey-Les-Citeaux;21110;21067
Beurey-Bauguay;21320;21068
Beurizot;21350;21069
Bevy;21220;21070
Beze;21310;21071
Bezouotte;21310;21072
Bierre-Les-Semur;21390;21073
Billey;21130;21074
